id_produto,nome_produto,categoria,preco_atual,ativo,qtd_vendida_total,qtd_vendida_30d,qtd_vendida_90d,receita_total,receita_30d,qtd_tickets_associados,qtd_tickets_30d,taxa_problema,qtd_avaliacoes,nota_media,pct_recomendam,qtd_visualizacoes,qtd_carrinho,taxa_conversao,classificacao,data_referencia_calculo
PROD-0319,Oleo de Motor 5W30 4L,Automotivo,-100.00,false,1502,1,78,126971.33,78.85,41,0,0.0273,254,3.64,78.74,111,123,13.5315,Estavel,2026-05-22
PROD-0320,Oleo de Motor 10W40 4L,Automotivo,170.00,true,755,18,41,109209.28,2329.28,17,0,0.0225,116,3.78,75.86,114,126,6.6228,Top Vendedor,2026-05-22
PROD-0321,Oleo de Motor 0W20 4L,Sem categoria,,true,1462,14,51,119045.07,1072.34,47,0,0.0321,255,3.61,74.12,142,139,10.2958,Estavel,2026-05-22
PROD-0322,Central Multimidia 7 Polegadas,Automotivo,592.00,true,272,0,14,134956.70,0.00,9,0,0.0331,47,3.43,68.09,124,119,2.1935,Estavel,2026-05-22
PROD-0323,Central Multimidia 9 Polegadas,Automotivo,904.00,true,220,0,5,162499.95,0.00,7,0,0.0318,36,3.77,86.11,115,135,1.9130,Estavel,2026-05-22
PROD-0324,Capa para Banco Dianteiro Par,Automotivo,165.00,true,786,10,47,105438.77,750.83,28,0,0.0356,120,3.89,81.67,116,111,6.7759,Estavel,2026-05-22
PROD-0325,Capa para Banco Traseiro,Automotivo,297.00,true,693,7,26,172736.34,1553.53,26,0,0.0375,125,3.60,74.40,114,140,6.0789,Estavel,2026-05-22
PROD-0326,Tapete Automotivo 4 Pecas,Automotivo,161.00,true,837,6,36,114374.23,761.16,17,0,0.0203,141,3.67,74.47,107,128,7.8224,Estavel,2026-05-22
PROD-0327,Tapete Automotivo Personalizado,Automotivo,291.00,true,677,20,57,163110.59,4324.06,22,0,0.0325,118,3.55,72.03,119,131,5.6891,Top Vendedor,2026-05-22
PROD-0328,Suporte Veicular Celular,Automotivo,66.00,true,1372,7,77,77567.03,359.67,42,0,0.0306,241,3.65,74.69,102,144,13.4510,Estavel,2026-05-22
PROD-0329,Camera de Re,Automotivo,124.00,true,720,0,22,75375.21,0.00,21,0,0.0292,122,3.74,79.51,105,123,6.8571,Estavel,2026-05-22
PROD-0330,Camera Frontal,Automotivo,-100.00,true,1572,15,85,133486.52,1116.89,45,0,0.0286,266,3.66,73.31,109,121,14.4220,Estavel,2026-05-22
PROD-0331,Alarme Automotivo Completo,Automotivo,544.00,true,293,4,12,133496.77,1693.49,9,0,0.0307,47,3.70,82.98,125,113,2.3440,Estavel,2026-05-22
PROD-0332,Pelicula Automotiva Solar,Automotivo,192.00,false,789,9,41,127537.18,1328.50,31,0,0.0393,126,3.65,77.78,123,127,6.4146,Estavel,2026-05-22
PROD-0333,Extintor de Incendio Veicular,Automotivo,137.00,true,710,5,28,82654.68,489.36,23,0,0.0324,131,3.77,78.63,108,136,6.5741,Estavel,2026-05-22
PROD-0334,Chave de Roda,Automotivo,38.00,true,1608,14,51,51198.91,411.72,48,0,0.0299,245,3.57,70.20,112,144,14.3571,Estavel,2026-05-22
PROD-0335,Caixa de Som Automotiva,Automotivo,240.00,false,704,15,31,147053.48,2763.36,25,0,0.0355,117,3.76,77.78,113,122,6.2301,Top Vendedor,2026-05-22
PROD-0336,Lampada LED Automotiva H4,Automotivo,81.00,true,1460,5,59,98390.79,337.67,40,0,0.0274,240,3.56,70.83,113,115,12.9204,Estavel,2026-05-22
PROD-0337,Carregador Veicular USB,Automotivo,118.00,true,725,0,33,72112.28,0.00,25,0,0.0345,132,3.70,78.03,122,133,5.9426,Estavel,2026-05-22
PROD-0338,Aspirador Veicular 12V,Automotivo,221.00,true,790,3,32,147682.79,519.66,29,0,0.0367,127,3.62,72.44,112,133,7.0536,Estavel,2026-05-22
PROD-0339,Para-brisa Defletor,Automotivo,242.00,true,694,3,33,139166.55,542.06,26,0,0.0375,114,3.62,72.81,117,123,5.9316,Estavel,2026-05-22
PROD-0340,Capa de Chuva para Carro,Automotivo,248.00,false,691,3,31,147547.80,521.62,21,0,0.0304,115,3.83,80.87,121,144,5.7107,Estavel,2026-05-22
PROD-0341,Triangulo de Sinalizacao,Automotivo,67.00,true,1448,5,73,81943.13,252.37,36,0,0.0249,216,3.63,75.46,118,116,12.2712,Estavel,2026-05-22
PROD-0342,Cabo de Ligacao Veicular,Automotivo,-100.00,true,1572,17,71,133503.73,1352.53,47,0,0.0299,286,3.82,80.42,133,126,11.8195,Estavel,2026-05-22
PROD-0343,GPS Veicular,Automotivo,210.00,true,711,10,40,125066.28,1648.94,31,0,0.0436,110,3.61,69.09,110,117,6.4636,Estavel,2026-05-22
PROD-0344,Retrovisor com Monitor,Automotivo,276.00,true,691,12,29,160462.30,1904.26,12,0,0.0174,112,3.75,75.89,121,114,5.7107,Top Vendedor,2026-05-22
PROD-0345,Sensor de Estacionamento,Automotivo,173.00,false,692,2,22,103120.21,264.69,21,0,0.0303,128,3.74,76.56,107,128,6.4673,Estavel,2026-05-22
PROD-0346,Volante Esportivo,Automotivo,307.00,false,309,4,29,81678.22,1007.06,4,0,0.0129,42,3.64,76.19,125,116,2.4720,Estavel,2026-05-22
PROD-0347,Pedal Esportivo Kit,Automotivo,193.00,true,764,8,35,123871.15,1178.69,23,0,0.0301,123,3.61,74.80,102,146,7.4902,Estavel,2026-05-22
PROD-0348,Capa de Volante,Automotivo,33.00,true,1503,7,75,42811.56,184.68,45,0,0.0299,244,3.67,72.13,108,104,13.9167,Estavel,2026-05-22
PROD-0349,Organizador de Porta Malas,Automotivo,190.00,true,694,4,21,113728.10,548.72,21,0,0.0303,113,3.76,77.88,97,125,7.1546,Estavel,2026-05-22
PROD-0350,Bomba de Ar Compressor 12V,Automotivo,-100.00,true,1419,15,51,121814.18,863.00,48,0,0.0338,229,3.63,76.42,110,138,12.9000,Estavel,2026-05-22
PROD-0351,Macaco Hidraulico 2T,Automotivo,427.00,true,292,0,1,108893.87,0.00,8,0,0.0274,61,3.70,73.77,123,139,2.3740,Estavel,2026-05-22
PROD-0352,Limpador de Para-brisa Par,Automotivo,148.00,true,759,0,30,94557.42,0.00,16,0,0.0211,137,3.74,79.56,123,119,6.1707,Estavel,2026-05-22
PROD-0353,Fluido de Freio 500ml,Automotivo,75.00,true,1549,7,68,98028.78,399.27,37,0,0.0239,256,3.84,81.25,114,112,13.5877,Estavel,2026-05-22
PROD-0354,Fluido de Arrefecimento 1L,Automotivo,47.00,true,1509,5,39,59857.39,190.56,36,0,0.0239,260,3.64,74.62,97,126,15.5567,Estavel,2026-05-22
PROD-0355,Cera Automotiva 500g,Automotivo,62.00,false,1582,11,102,81696.71,523.92,47,0,0.0297,250,3.63,72.40,114,131,13.8772,Estavel,2026-05-22
PROD-0356,Shampoo Automotivo 1L,Sem categoria,51.00,true,1500,21,88,60574.68,767.10,43,0,0.0287,255,3.70,77.25,119,145,12.6050,Estavel,2026-05-22
PROD-0357,Pretinho para Pneu,Automotivo,59.00,true,1557,26,112,76708.33,989.82,40,0,0.0257,245,3.68,79.59,96,139,16.2188,Estavel,2026-05-22
PROD-0358,Flanela Automotiva Kit 5,Automotivo,73.00,false,1412,7,42,86993.32,395.24,39,0,0.0276,220,3.74,78.64,124,99,11.3871,Estavel,2026-05-22
PROD-0359,Suporte para Bicicleta Veicular,Automotivo,215.00,true,876,3,38,161068.33,476.11,32,0,0.0365,160,3.59,71.88,122,107,7.1803,Estavel,2026-05-22
PROD-0360,Rack de Teto Universal,Automotivo,318.00,false,317,0,13,87222.73,0.00,11,0,0.0347,52,3.73,76.92,110,138,2.8818,Estavel,2026-05-22
PROD-0361,Forro de Cacamba,Automotivo,471.00,true,352,0,10,141177.18,0.00,3,0,0.0085,56,3.70,75.00,107,107,3.2897,Estavel,2026-05-22
PROD-0362,Buzina Automotiva,Automotivo,-100.00,false,1447,2,83,123806.18,139.00,38,0,0.0263,260,3.65,76.54,120,125,12.0583,Estavel,2026-05-22
PROD-0363,Kit Primeiros Socorros Veicular,Automotivo,40.00,false,1553,21,93,52088.17,500.55,51,0,0.0328,261,3.63,74.33,107,130,14.5140,Estavel,2026-05-22
PROD-0364,Desembacador de Para-brisa,Automotivo,47.00,false,1408,6,65,55315.80,206.94,43,0,0.0305,219,3.74,75.80,116,144,12.1379,Estavel,2026-05-22
PROD-0365,Polidor Automotivo 500g,Automotivo,74.00,true,1331,11,64,82654.59,644.34,35,0,0.0263,222,3.69,77.03,115,120,11.5739,Estavel,2026-05-22
PROD-0366,Selante de Pneu,Automotivo,46.00,true,1515,10,90,59476.92,363.87,39,0,0.0257,238,3.68,77.73,127,123,11.9291,Estavel,2026-05-22
PROD-0367,Filtro de Ar Veicular,Automotivo,92.00,true,1410,5,51,110121.05,366.44,50,0,0.0355,250,3.63,76.80,119,139,11.8487,Estavel,2026-05-22
PROD-0368,Vela de Ignicao Kit 4,Automotivo,65.00,true,1458,22,88,80503.94,896.78,45,0,0.0309,241,3.75,75.93,123,113,11.8537,Estavel,2026-05-22
PROD-0369,Correia Dentada Kit,Automotivo,160.00,true,706,4,25,96033.02,479.71,11,0,0.0156,116,3.68,76.72,109,114,6.4771,Estavel,2026-05-22
PROD-0370,Amortecedor Traseiro Par,Automotivo,615.00,false,309,0,10,160333.40,0.00,15,0,0.0485,55,3.64,72.73,129,137,2.3953,Estavel,2026-05-22
PROD-0371,Pastilha de Freio Kit,Sem categoria,208.00,true,633,0,26,107248.14,0.00,21,0,0.0332,100,3.56,70.00,108,121,5.8611,Estavel,2026-05-22
PROD-0372,Boneca Articulada 30cm,Brinquedos,145.00,true,777,1,30,90158.12,101.49,22,0,0.0283,123,3.47,66.67,120,125,6.4750,Estavel,2026-05-22
PROD-0373,Boneca Baby 20cm,Brinquedos,-100.00,true,1445,14,93,113904.43,974.25,36,0,0.0249,248,3.71,75.81,110,131,13.1364,Estavel,2026-05-22
PROD-0374,Carrinho de Controle Remoto,Brinquedos,165.00,true,780,10,36,101195.93,1234.89,21,0,0.0269,135,3.81,77.78,118,146,6.6102,Estavel,2026-05-22
PROD-0375,Carrinho de Friccao Kit 5,Brinquedos,140.00,true,709,11,49,78110.11,1091.98,20,0,0.0282,109,3.58,73.39,106,121,6.6887,Estavel,2026-05-22
PROD-0376,Jogo de Tabuleiro Familia,Brinquedos,160.00,true,752,0,24,94694.57,0.00,18,0,0.0239,134,3.47,67.91,128,118,5.8750,Estavel,2026-05-22
PROD-0377,Jogo de Cartas UNO,Brinquedos,71.00,false,1412,0,43,81267.01,0.00,37,0,0.0262,259,3.61,77.99,97,134,14.5567,Estavel,2026-05-22
PROD-0378,Xadrez Magnetico,Brinquedos,128.00,false,768,4,35,79347.83,369.75,20,0,0.0260,128,3.79,80.47,121,127,6.3471,Estavel,2026-05-22
PROD-0379,Quebra-cabeca 1000 Pecas,Brinquedos,53.00,false,1521,6,78,63904.86,228.35,38,0,0.0250,241,3.70,78.01,121,133,12.5702,Estavel,2026-05-22
PROD-0380,Quebra-cabeca 500 Pecas,Brinquedos,73.00,true,1455,8,74,84450.07,409.11,41,0,0.0282,242,3.74,80.17,118,134,12.3305,Estavel,2026-05-22
PROD-0381,Quebra-cabeca 3D,Brinquedos,154.00,false,732,4,21,88724.04,465.49,23,0,0.0314,106,3.53,72.64,118,137,6.2034,Estavel,2026-05-22
PROD-0382,Blocos de Montar 200 Pecas,Brinquedos,-100.00,false,1439,12,50,113739.70,828.75,55,0,0.0382,249,3.73,77.91,126,129,11.4206,Estavel,2026-05-22
PROD-0383,Blocos de Montar 500 Pecas,Brinquedos,457.00,true,286,0,12,105343.89,0.00,7,0,0.0245,38,3.49,71.05,131,131,2.1832,Estavel,2026-05-22
PROD-0384,Pelucia 40cm,Brinquedos,183.00,true,712,9,31,105433.11,1149.75,30,0,0.0421,119,3.79,78.99,128,130,5.5625,Estavel,2026-05-22
PROD-0385,Pelucia 60cm,Brinquedos,291.00,true,713,17,35,160819.37,3571.04,18,0,0.0252,108,3.81,80.56,115,160,6.2000,Top Vendedor,2026-05-22
PROD-0386,Pelucia Gigante 80cm,Brinquedos,165.00,true,757,9,43,98417.42,1060.55,23,0,0.0304,141,3.63,73.76,124,130,6.1048,Estavel,2026-05-22
PROD-0387,Kit Massinha de Modelar,Brinquedos,81.00,true,1508,14,78,95559.38,808.16,46,0,0.0305,242,3.65,71.90,121,118,12.4628,Estavel,2026-05-22
PROD-0388,Pista de Corrida Eletrica,Brinquedos,546.00,true,334,3,16,143078.54,1116.74,9,0,0.0269,54,3.85,77.78,102,134,3.2745,Estavel,2026-05-22
PROD-0389,Robo Interativo,Brinquedos,,true,1542,15,74,122236.17,1092.80,48,0,0.0311,249,3.63,75.50,114,121,13.5263,Estavel,2026-05-22
PROD-0390,Robo Programavel,Brinquedos,490.00,false,298,4,19,118532.68,1430.02,11,0,0.0369,39,3.69,74.36,125,125,2.3840,Estavel,2026-05-22
PROD-0391,Patinete Infantil,Brinquedos,334.00,true,330,5,14,83658.83,1281.64,15,0,0.0455,57,3.66,77.19,103,120,3.2039,Estavel,2026-05-22
PROD-0392,Bicicleta Infantil Aro 16,Brinquedos,366.00,false,318,4,13,89708.53,1100.25,14,0,0.0440,48,3.48,70.83,154,125,2.0649,Estavel,2026-05-22
PROD-0393,Bicicleta Infantil Aro 12,Brinquedos,201.00,true,760,5,33,123773.94,779.16,19,0,0.0250,118,3.47,67.80,102,125,7.4510,Estavel,2026-05-22
PROD-0394,Escorregador Infantil,Brinquedos,203.00,true,812,4,50,128462.68,538.97,24,0,0.0296,146,3.59,73.97,103,132,7.8835,Estavel,2026-05-22
PROD-0395,Balanco Infantil,Brinquedos,261.00,false,734,6,39,149504.90,1148.05,30,0,0.0409,111,3.52,71.17,114,135,6.4386,Estavel,2026-05-22
PROD-0396,Jogo de Memoria,Brinquedos,80.00,false,1459,7,60,90416.81,410.09,43,0,0.0295,247,3.61,75.71,127,150,11.4882,Estavel,2026-05-22
PROD-0397,Domino Infantil,Brinquedos,,false,1358,20,65,106904.03,1436.26,42,0,0.0309,239,3.73,79.08,151,128,8.9934,Estavel,2026-05-22
PROD-0398,Kit Panelinhas Infantil,Brinquedos,,true,1439,14,70,114389.69,1014.22,49,0,0.0341,262,3.79,78.63,128,140,11.2422,Estavel,2026-05-22
PROD-0399,Fantasia Infantil,Brinquedos,122.00,true,733,10,36,72482.60,874.19,26,0,0.0355,106,3.64,75.47,111,109,6.6036,Estavel,2026-05-22
PROD-0400,Telescopio Infantil,Brinquedos,204.00,false,720,11,21,115879.54,1665.22,25,0,0.0347,132,3.63,74.24,102,129,7.0588,Estavel,2026-05-22
PROD-0401,Microscopio Infantil,Brinquedos,359.00,false,337,0,14,94219.46,0.00,8,0,0.0237,59,3.60,83.05,118,118,2.8559,Estavel,2026-05-22
PROD-0402,Drone Infantil,Brinquedos,213.00,true,842,19,48,140712.98,2810.45,29,0,0.0344,134,3.62,68.66,132,113,6.3788,Top Vendedor,2026-05-22
PROD-0403,Kit Experimentos Cientificos,Brinquedos,132.00,true,740,10,33,78490.00,945.29,21,0,0.0284,132,3.53,73.48,119,127,6.2185,Estavel,2026-05-22
PROD-0404,Piscina de Bolinhas,Brinquedos,154.00,true,803,3,34,98476.86,324.96,23,0,0.0286,138,3.58,69.57,122,121,6.5820,Estavel,2026-05-22
PROD-0405,Gangorra Infantil,Brinquedos,178.00,true,737,13,39,104923.29,1649.78,20,0,0.0271,122,3.72,76.23,113,135,6.5221,Estavel,2026-05-22
PROD-0406,Cama Elastica Infantil,Brinquedos,205.00,true,798,4,37,129444.70,626.30,25,0,0.0313,132,3.73,77.27,110,125,7.2545,Estavel,2026-05-22
PROD-0407,Lancador de Dardos,Brinquedos,66.00,true,1424,11,74,74787.63,490.94,49,0,0.0344,252,3.66,73.02,118,125,12.0678,Estavel,2026-05-22
PROD-0408,Pistola de Bolhas,Brinquedos,46.00,true,1487,11,81,54441.49,232.95,50,0,0.0336,235,3.71,75.74,113,117,13.1593,Estavel,2026-05-22
PROD-0409,Kit de Pintura Infantil,Brinquedos,165.00,true,764,0,39,98167.47,0.00,19,0,0.0249,126,3.52,69.05,113,131,6.7611,Estavel,2026-05-22
PROD-0410,Lousa Magnetica,Brinquedos,185.00,true,790,15,41,113739.86,1949.02,28,0,0.0354,138,3.46,71.74,104,142,7.5962,Top Vendedor,2026-05-22
PROD-0411,Teclado Musical Infantil,Brinquedos,84.00,false,1556,12,71,103516.84,714.70,45,0,0.0289,242,3.68,73.14,140,131,11.1143,Estavel,2026-05-22
PROD-0412,Violao Infantil,Brinquedos,107.00,false,739,3,26,62743.92,233.10,23,0,0.0311,121,3.59,69.42,114,127,6.4825,Estavel,2026-05-22
PROD-0413,Bateria Musical Infantil,Brinquedos,456.00,false,311,0,12,110279.38,0.00,10,0,0.0322,50,3.78,78.00,111,124,2.8018,Estavel,2026-05-22
PROD-0414,Microfone Infantil,Brinquedos,60.00,true,1373,0,39,66893.66,0.00,46,0,0.0335,231,3.69,73.59,108,138,12.7130,Estavel,2026-05-22
PROD-0415,Kit Medico Infantil,Brinquedos,112.00,true,803,6,35,71828.67,497.85,21,0,0.0262,130,3.85,79.23,121,118,6.6364,Estavel,2026-05-22
PROD-0416,Kit Ferramentas Infantil,Brinquedos,63.00,true,1565,3,67,77968.50,138.11,52,0,0.0332,252,3.71,76.19,130,139,12.0385,Estavel,2026-05-22
PROD-0417,Pula Corda Infantil,Brinquedos,27.00,true,1422,9,67,30412.91,171.84,55,0,0.0387,251,3.59,73.71,96,149,14.8125,Estavel,2026-05-22
PROD-0418,Bamboleo,Brinquedos,-100.00,false,1495,25,81,121651.93,1843.23,44,0,0.0294,258,3.69,72.48,118,143,12.6695,Top Vendedor,2026-05-22
PROD-0419,Casinha de Bonecas,Brinquedos,371.00,true,363,3,8,103535.62,847.05,7,0,0.0193,60,3.77,80.00,122,146,2.9754,Estavel,2026-05-22
PROD-0420,Caminhao de Brinquedo,Brinquedos,98.00,false,1358,9,51,103713.02,646.66,42,0,0.0309,239,3.57,71.55,116,131,11.7069,Estavel,2026-05-22
PROD-0421,Moto de Brinquedo,Brinquedos,83.00,false,1472,10,80,98036.98,623.27,41,0,0.0279,246,3.73,76.42,120,158,12.2667,Estavel,2026-05-22
PROD-0422,Boneco de Acao,Brinquedos,193.00,true,684,2,8,102755.53,288.68,15,0,0.0219,134,3.72,78.36,112,126,6.1071,Estavel,2026-05-22
PROD-0423,Kit Magica Infantil,Brinquedos,95.00,true,1505,13,43,112591.90,898.07,47,0,0.0312,248,3.70,78.63,127,147,11.8504,Estavel,2026-05-22
PROD-0424,Bolinha de Gude Kit,Brinquedos,31.00,true,1400,3,50,34348.48,68.53,37,0,0.0264,233,3.64,74.25,120,124,11.6667,Estavel,2026-05-22
PROD-0425,Pipa Infantil,Brinquedos,0.00,true,1393,17,94,108985.35,1227.24,38,0,0.0273,212,3.71,79.25,108,122,12.8981,Estavel,2026-05-22
PROD-0426,Carrinho de Bebe de Boneca,Brinquedos,149.00,true,839,5,25,99769.84,502.28,23,0,0.0274,138,3.47,71.01,120,141,6.9917,Estavel,2026-05-22
PROD-0427,Cozinha Infantil,Brinquedos,256.00,false,718,0,30,147098.14,0.00,25,0,0.0348,126,3.55,74.60,115,132,6.2435,Estavel,2026-05-22
PROD-0428,Cavalinho de Balanco,Brinquedos,196.00,true,743,5,24,115038.24,707.08,21,0,0.0283,122,3.68,76.23,99,133,7.5051,Estavel,2026-05-22
PROD-0429,Tapete de Atividades,Brinquedos,132.00,true,757,0,31,80657.75,0.00,19,0,0.0251,120,3.64,75.83,119,102,6.3613,Estavel,2026-05-22
PROD-0430,Gym para Bebe,Brinquedos,239.00,true,743,13,30,144219.61,2141.25,23,0,0.0310,107,3.66,72.90,105,137,7.0762,Top Vendedor,2026-05-22
PROD-0431,Mordedor Infantil Kit,Brinquedos,25.00,true,1504,0,53,29629.82,0.00,51,0,0.0339,269,3.70,76.95,119,111,12.6387,Estavel,2026-05-22
PROD-0432,Chocalho Kit,Brinquedos,31.00,true,1441,2,34,36192.66,45.78,37,0,0.0257,216,3.65,73.61,115,131,12.5304,Estavel,2026-05-22
PROD-0433,Sofa 3 Lugares,Moveis,0.00,true,1384,19,45,113470.64,1347.47,34,0,0.0246,223,3.68,74.89,107,123,12.9346,Estavel,2026-05-22
PROD-0434,Sofa 2 Lugares,Moveis,703.00,true,270,2,20,153612.63,1037.16,3,0,0.0111,47,3.74,72.34,86,146,3.1395,Estavel,2026-05-22
PROD-0435,Sofa Retratil 3 Lugares,Moveis,1253.00,true,235,14,25,249346.93,13111.26,8,0,0.0340,42,3.38,71.43,125,135,1.8800,Top Vendedor,2026-05-22
PROD-0436,Sofa Cama,Moveis,1890.00,true,202,0,1,331904.41,0.00,4,0,0.0198,35,3.76,74.29,130,131,1.5538,Estavel,2026-05-22
PROD-0437,Poltrona Reclinavel,Moveis,1520.00,true,184,4,4,230973.97,4410.58,2,0,0.0109,33,3.73,84.85,114,118,1.6140,Top Vendedor,2026-05-22
PROD-0438,Mesa de Jantar 6 Cadeiras,Moveis,-100.00,true,1531,7,60,123015.62,508.05,38,0,0.0248,255,3.68,72.94,111,127,13.7928,Estavel,2026-05-22
PROD-0439,Mesa de Jantar 4 Cadeiras,Moveis,1086.00,true,205,0,3,190709.50,0.00,3,0,0.0146,38,4.03,84.21,103,125,1.9903,Estavel,2026-05-22
PROD-0440,Mesa de Jantar 8 Cadeiras,Moveis,4168.00,true,123,2,5,410131.83,6689.94,2,0,0.0163,20,3.68,75.00,116,147,1.0603,Top Vendedor,2026-05-22
PROD-0441,Cadeira de Escritorio Ergonomica,Moveis,820.00,false,195,0,13,117249.23,0.00,9,0,0.0462,30,3.63,73.33,121,132,1.6116,Estavel,2026-05-22
PROD-0442,Cadeira de Escritorio Basica,Moveis,538.00,false,335,0,7,150728.82,0.00,7,0,0.0209,53,3.64,67.92,103,130,3.2524,Estavel,2026-05-22
PROD-0443,Cadeira Gamer,Moveis,-100.00,true,1484,11,71,119572.02,292.91,50,0,0.0337,246,3.74,76.83,127,127,11.6850,Estavel,2026-05-22
PROD-0444,Estante de Livros 5 Prateleiras,Moveis,655.00,false,346,0,18,187799.80,0.00,12,0,0.0347,50,3.72,72.00,120,123,2.8833,Estavel,2026-05-22
PROD-0445,Estante de Livros 3 Prateleiras,Moveis,513.00,false,298,0,12,125774.27,0.00,9,0,0.0302,53,3.84,83.02,123,138,2.4228,Estavel,2026-05-22
PROD-0446,Guarda-roupa 6 Portas,Moveis,3175.00,true,119,4,11,299811.01,10145.57,2,0,0.0168,21,3.67,76.19,114,131,1.0439,Top Vendedor,2026-05-22
PROD-0447,Guarda-roupa 4 Portas,Moveis,,true,1554,28,102,124246.23,2073.91,49,0,0.0315,240,3.74,77.92,121,113,12.8430,Top Vendedor,2026-05-22
PROD-0448,Guarda-roupa 2 Portas,Moveis,1228.00,true,220,13,20,216867.95,12338.58,4,0,0.0182,30,3.80,93.33,120,135,1.8333,Top Vendedor,2026-05-22
PROD-0449,Cama Casal com Cabeceira,Moveis,1070.00,true,268,8,24,231715.97,6236.29,8,0,0.0299,43,3.49,69.77,129,164,2.0775,Top Vendedor,2026-05-22
PROD-0450,Cama Solteiro com Cabeceira,Moveis,835.00,true,223,0,18,144985.29,0.00,7,0,0.0314,44,3.64,79.55,115,135,1.9391,Estavel,2026-05-22
PROD-0451,Cama Box Casal,Moveis,0.00,true,1438,19,82,117247.36,1449.53,44,0,0.0306,261,3.71,73.95,116,122,12.3966,Estavel,2026-05-22
PROD-0452,Cama Box Solteiro,Moveis,703.00,true,327,0,30,180179.14,0.00,9,0,0.0275,55,3.58,72.73,126,122,2.5952,Estavel,2026-05-22
PROD-0453,Escrivaninha com Gavetas,Moveis,541.00,true,331,0,11,147345.75,0.00,9,0,0.0272,57,3.81,80.70,124,136,2.6694,Estavel,2026-05-22
PROD-0454,Escrivaninha Simples,Moveis,290.00,true,849,4,24,198398.52,889.05,28,0,0.0330,124,3.62,79.84,137,122,6.1971,Estavel,2026-05-22
PROD-0455,Mesa de Centro,Sem categoria,649.00,true,332,2,14,175295.74,973.38,6,0,0.0181,64,3.71,78.13,143,147,2.3217,Estavel,2026-05-22
PROD-0456,Mesa de Canto,Sem categoria,506.00,true,365,2,23,144478.89,732.89,7,0,0.0192,56,3.70,75.00,131,117,2.7863,Estavel,2026-05-22
PROD-0457,Rack para TV,Moveis,1047.00,true,213,4,4,183137.77,3181.61,5,0,0.0235,37,3.51,72.97,134,122,1.5896,Top Vendedor,2026-05-22
PROD-0458,Painel para TV,Moveis,591.00,true,323,0,16,150909.86,0.00,13,0,0.0402,43,3.71,76.74,114,150,2.8333,Estavel,2026-05-22
PROD-0459,Painel com Lareira,Moveis,-100.00,true,1539,8,55,123399.41,576.95,55,0,0.0357,238,3.61,74.37,118,127,13.0424,Estavel,2026-05-22
PROD-0460,Penteadeira com Espelho,Moveis,806.00,true,220,0,5,142065.99,0.00,4,0,0.0182,36,3.31,66.67,131,149,1.6794,Estavel,2026-05-22
PROD-0461,Cabeceira Casal,Moveis,291.00,true,771,5,35,188280.42,1123.17,26,0,0.0337,120,3.76,79.17,131,119,5.8855,Estavel,2026-05-22
PROD-0462,Cabeceira Solteiro,Moveis,505.00,true,359,0,11,148535.33,0.00,8,0,0.0223,55,3.35,70.91,103,124,3.4854,Estavel,2026-05-22
PROD-0463,Poltrona Decorativa,Moveis,1491.00,false,260,4,12,304429.22,3913.93,12,0,0.0462,40,3.90,80.00,103,122,2.5243,Top Vendedor,2026-05-22
PROD-0464,Berco Americano,Moveis,0.00,true,1412,14,68,115431.27,1038.01,40,0,0.0283,227,3.77,76.65,119,130,11.8655,Estavel,2026-05-22
PROD-0465,Berco Multifuncional,Moveis,1927.00,true,208,0,6,327361.17,0.00,4,0,0.0192,31,3.58,74.19,126,133,1.6508,Estavel,2026-05-22
PROD-0466,Mesa Lateral,Moveis,274.00,false,762,5,12,164985.63,941.53,25,0,0.0328,124,3.80,76.61,112,120,6.8036,Estavel,2026-05-22
PROD-0467,Criado Mudo,Moveis,464.00,true,318,7,18,117745.04,2284.06,3,0,0.0094,51,3.43,64.71,127,139,2.5039,Top Vendedor,2026-05-22
PROD-0468,Comoda 5 Gavetas,Moveis,462.00,true,298,5,21,115826.55,1744.71,8,0,0.0268,56,3.80,82.14,107,126,2.7850,Estavel,2026-05-22
PROD-0469,Comoda 3 Gavetas,Moveis,,true,1508,13,75,124862.48,1005.72,39,0,0.0259,260,3.71,75.38,115,116,13.1130,Estavel,2026-05-22
PROD-0470,Armario de Cozinha 6 Portas,Moveis,,true,1400,21,80,113696.98,1539.43,37,0,0.0264,236,3.61,74.58,123,136,11.3821,Estavel,2026-05-22
PROD-0471,Balcao de Cozinha,Moveis,1485.00,true,197,0,8,223837.42,0.00,7,0,0.0355,35,4.03,85.71,115,113,1.7130,Estavel,2026-05-22
PROD-0472,Prateleira Flutuante Kit 3,Moveis,460.00,true,328,4,24,126493.97,1370.82,11,0,0.0335,52,3.42,73.08,111,135,2.9550,Estavel,2026-05-22
PROD-0473,Sapateira com Tampa,Moveis,449.00,true,230,0,17,82371.56,0.00,10,0,0.0435,36,3.47,66.67,108,104,2.1296,Estavel,2026-05-22
PROD-0474,Cabideiro de Parede,Moveis,113.00,true,655,2,33,60126.66,171.69,22,0,0.0336,107,3.60,74.77,123,130,5.3252,Estavel,2026-05-22
PROD-0475,Cadeira de Balanco,Moveis,632.00,true,376,0,18,193830.33,0.00,16,0,0.0426,54,3.67,79.63,101,129,3.7228,Estavel,2026-05-22
PROD-0476,Cadeira de Jardim,Moveis,397.00,true,268,4,7,84976.60,1170.67,8,0,0.0299,43,3.86,76.74,109,101,2.4587,Estavel,2026-05-22
